Experiment,yi,sei
Experiment 1,1.649315338919344,0.2312842169033608
Experiment 2,-0.21264688278273083,0.20047566132413847
Experiment 3,1.125046620160453,0.22161400926549443
Experiment 4,1.2450469454832467,0.16084838274015653
Experiment 5,1.1509125839023726,0.1632893460621101
Experiment 6,1.5837443632038646,0.15166638800758714
Experiment 7,1.1690088649749633,0.09831653364335546
Experiment 8 (standard),0.5458109844972062,0.2462573703048444
Experiment 8 (random),0.6033513601241874,0.26750477554450325
